news_id,category,subcategory,title,abstract
N32022,finance,finance-top-stocks,"Can Microsoft Stock Break Out on Earnings, Pentagon Contract?",Microsoft had solid earnings and landed the coveted JEDI contract. Now it's up to MSFT stock to hold onto the breakout.More From InvestorPlace 2 Toxic Pot Stocks You Should Avoid 7 AI Stocks to Buy to Profit from the Recent Tech Correction 5 IPO Stocks With Lockup Expiration Dates Around the Corner 3 Clean Energy ETFs for a Brighter Future
N63281,autos,autosnews,Letters sent flying across I-75 in Gibsonton as semis collide,"GIBSONTON   A truckload of letters, boxes and mail crates went flying across the southbound lanes of Interstate 75 Monday morning when a semi-trailer truck collided with another semi that was parked on the shoulder, the Florida Highway Patrol said. The 7:15 a.m. crash, north of the highway's Big Bend Road interchange, reduced travel to one of the three southbound lanes along the divided ..."
N209,foodanddrink,recipes,6 Very Good Recipes That Prove an Air Fryer Belongs in Your Kitchen,"I'm a gadget geek, so it's no surprise that I was fascinated by the air fryer when it first came on the scene. Especially since I'm also a busy cook; if a gadget doesn't make my life easier, then I've got no time for it. (Too few hours in the day to mess with one that messes with me!) I am all about ruthless efficiency, in other words. Mostly, I loved the concept of frying without oil. And so began a period of intensive experimentation. (Thereby..."
N3433,finance,finance-companies,A secretive family landing a $4 billion haul has everyone guessing,One of the world's richest and most discreet families must decide what to do with a massive pile of cash.
N27333,health,health-news,Diabetes tied to increased risk of hidden spinal fractures,"The research review focused on so-called vertebral fractures, also known as compression fractures."
N35974,health,medical,Local expert explains role vitamin E acetate may play in vape-related lung illnesses,"Like doctors across the country, Shan Yin keeps wondering what's caused more than 2,000 people who use e-cigarettes to get serious and, in some cases, deadly lung injuries. ""When you don't know the cause you can't really, then, try and prevent it,"" Yin said. ""Most of the illnesses reported to CDC have been in people using THC products."" Sign up for our Newsletters THC is what makes people who use marijuana feel high. But late last week, the..."
N58264,entertainment,celebrity,Celebrity beach cruising for 2019,See all the stars who hit the beach this year!
N40643,video,news,No more Mr. Nice Guy now that U.K. election campaign is underway,"Campaigning is underway in Britain for next month's parliamentary elections. For some background on what exactly is going on, here's CBSN contributor Simon Bates, with this week's ""London Calling"""
N56142,lifestyle,lifestylehomeandgarden,63 ideas to give your hallway a new look,Looking for hallway ideas? Make the most of your entryway with these simple styling tricks and smart storage solutions
N63239,health,health-news,CVS to test drone delivery for your prescriptions with UPS,The drones are coming   and they're bringing your aspirin.
N45887,health,medical,Why Are Uterine Cancer Rates Rising So Drastically in Black Women?,A CDC report found that black women are more likely to be diagnosed with the most aggressive form of uterine cancer.
N11553,autos,autosnews,"Crashes on 280, 17 block lanes, slow morning commute","A crash on one critical commute route was cleared early Thursday on Interstate 580 west but two more are creating traffic troubles on I-280 in South San Francisco and on Highway 17 north in Los Gatos, where all lanes are blocked. Two lanes of northbound I-280 are closed north of Avalon Drive in South San Francisco, slowing traffic and prompting the California Highway Patrol to issue a severe traffic alert at 6:27 a.m. and advise drivers to take..."
N10074,lifestyle,lifestylebuzz,Edmond school changes holiday concert after group says live Nativity scene is inappropriate,"Edmond Public Schools officials said they have made changes to an elementary school's annual holiday concert that depicts a live Nativity scene after the group Freedom From Religious Foundation said it was inappropriate. According to a letter the Freedom from Religion Foundation sent to Edmond Public Schools officials, a member of the Edmond community told the group that third-grade teachers at Chisholm Elementary School are having students..."
N6130,lifestyle,lifestylebuzz,Newly Renovated Point Reyes Lighthouse Set To Open This Weekend,"After several months and nearly $6 million in renovations, the National Park Service says that the Point Reyes Lighthouse is finally going to be opened to the public this weekend."
N25945,foodanddrink,recipes,24 Cozy Pies & Cobblers Perfect for Fall,"Hello, glorious pie season!"
N61623,entertainment,entertainment-celebrity,Big celebrity money moments of the last decade,"From bankruptcy filings and huge paydays to reaching billionaire status, read up on the most fascinating money news involving the stars from 2010 to 2019."
N36061,health,video,Science Explains Why We Crave Junk Food After Sleepless Night,Scientists have figured out why we crave junk food when we're short on sleep and come up with a way to combat the donut and pizza urges.
N47643,travel,travelarticle,"Let it snow, let it snow, let it snow - from the guns at Lehigh Valley ski resorts","Colder temperatures and lower humidity in northeast Pennsylvania mean one thing. It's time for ski resorts to start making snow, which some are already doing. Blue Mountain in Palmerton planned to fire up its snow guns Friday night after activating its ski trail lights Thursday night. ""We are housing one of the biggest automated (snowmaking) systems on the east coast,"" Blue Mountain ..."
N28337,health,health-news,"U.S. vaping-related deaths climb to 39, illnesses to 2,051",This is 2 more deaths than were reported last week.
N43522,lifestyle,lifestylevideo,Prince Charles is Getting Into Fashion,"Prince Charles is now getting into fashion with a new line benefiting his charity, The Prince's Foundation. Buzz60's Keri Lumm has more."
N4580,finance,markets,Where America gets its cocoa and 20 other agricultural imports,Think you know where your favorite food products come from? Stacker looked at some of the most common foods the United States imports from abroad.
N31521,travel,travelarticle,Port Authority Approves AirTrain Upgrades,The Port Authority has approved some long-awaited rail projects for airports.
N18054,health,wellness,Understanding gender identity: What it means for teens coming out and their parents,"New York City is home to the largest LGBTQ youth population in the country. More and more teens and young adults now identify as non-binary and gender non-conforming, but many   especially parents   don't really understand what that means. Vanessa Mckenna, 19, was named John at birth. She came out as a transgender woman last year and began her transition this summer. Louie McDonnel has a ..."
N37763,finance,finance-credit,How a 'Credit Card Nerd' Travels the World for Free,Prepare to spend a lot of time to really master the points game.
N52696,tv,tvnews,The Soup is coming back to E! with new host Jade Catta-Preta,The Soup is returning to E! with new host Jade Catta-Preta
N49449,foodanddrink,newstrends,Cooking up food-venture success in Akron's first shared-use commercial kitchen,"You can soon rent space in a new large commercial food kitchen in Akron for $15 to $18 an hour and whip up eats to allow your food business to flourish. People with food ventures featuring smoothies, tacos, baked goods and healthful entrees already are signed up to rent space at the fully equipped Akron Food Works. The nonprofit Akron Food Works is Akron's first shared-use kitchen, a concept ..."
N62934,health,weightloss,Don't Believe All the Fad-Diet Hype - Losing Fat Boils Down to These 7 Basics,"It seems like every day there's a new headline promising you can slim down in days, shed belly fat with just one ab move, and completely transform your body with one specific fad diet."
N45109,entertainment,celebrity,"Who's Due Next? Kimberly, Malika, Hilaria and More Celebs Who Are Expecting",Pregnant Celebrities: Who's Due Next? Celebs Who Are Expecting
N44643,music,music-gallery,New and upcoming releases,A spotlight on what's new this week and what's ahead in music.
N11817,travel,traveltripideas,Here's the Best Small Town in Every State,"From Los Alamos, California, to Shelter Island, New York, these are the best small towns INSIDER found in every state."
